id,type,frame,magnitude,map,path
vic_notorious_big_iron_buckshot,turret,19,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron19_normal.png
vic_notorious_big_iron_buckshot,turret,20,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron20_normal.png
vic_notorious_big_iron_buckshot,turret,21,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron21_normal.png
vic_notorious_big_iron_buckshot,turret,22,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron22_normal.png
vic_notorious_big_iron_buckshot,turret,23,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron23_normal.png
vic_notorious_big_iron_buckshot,turret,24,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron24_normal.png
vic_notorious_big_iron_buckshot,turret,25,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron25_normal.png
vic_notorious_big_iron_buckshot,turret,26,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron26_normal.png
vic_notorious_big_iron_buckshot,turret,27,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron27_normal.png
vic_notorious_big_iron_buckshot,turretbarrel,,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron_recoil_normal.png
vic_notorious_big_iron_slug,turret,0,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron00_normal.png
vic_notorious_big_iron_slug,turret,1,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron01_normal.png
vic_notorious_big_iron_slug,turret,2,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron02_normal.png
vic_notorious_big_iron_slug,turret,3,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron03_normal.png
vic_notorious_big_iron_slug,turret,4,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron04_normal.png
vic_notorious_big_iron_slug,turret,5,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron05_normal.png
vic_notorious_big_iron_slug,turret,6,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron06_normal.png
vic_notorious_big_iron_slug,turret,7,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron07_normal.png
vic_notorious_big_iron_slug,turret,8,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron08_normal.png
vic_notorious_big_iron_slug,turret,9,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron09_normal.png
vic_notorious_big_iron_slug,turret,10,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron10_normal.png
vic_notorious_big_iron_slug,turret,11,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron11_normal.png
vic_notorious_big_iron_slug,turret,12,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron12_normal.png
vic_notorious_big_iron_slug,turret,13,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron13_normal.png
vic_notorious_big_iron_slug,turret,14,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron14_normal.png
vic_notorious_big_iron_slug,turret,15,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron15_normal.png
vic_notorious_big_iron_slug,turret,16,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron16_normal.png
vic_notorious_big_iron_slug,turret,17,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron17_normal.png
vic_notorious_big_iron_slug,turret,18,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron18_normal.png
vic_notorious_big_iron_slug,turret,19,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron19_normal.png
vic_notorious_big_iron_slug,turret,20,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron20_normal.png
vic_notorious_big_iron_slug,turret,21,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron21_normal.png
vic_notorious_big_iron_slug,turret,22,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron22_normal.png
vic_notorious_big_iron_slug,turret,23,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron23_normal.png
vic_notorious_big_iron_slug,turret,24,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron24_normal.png
vic_notorious_big_iron_slug,turret,25,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron25_normal.png
vic_notorious_big_iron_slug,turret,26,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron26_normal.png
vic_notorious_big_iron_slug,turret,27,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron27_normal.png
vic_notorious_big_iron_slug,turretbarrel,,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron_recoil_normal.png
vic_notorious_big_iron_dragon_breath,turret,0,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron00_normal.png
vic_notorious_big_iron_dragon_breath,turret,1,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron01_normal.png
vic_notorious_big_iron_dragon_breath,turret,2,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron02_normal.png
vic_notorious_big_iron_dragon_breath,turret,3,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron03_normal.png
vic_notorious_big_iron_dragon_breath,turret,4,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron04_normal.png
vic_notorious_big_iron_dragon_breath,turret,5,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron05_normal.png
vic_notorious_big_iron_dragon_breath,turret,6,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron06_normal.png
vic_notorious_big_iron_dragon_breath,turret,7,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron07_normal.png
vic_notorious_big_iron_dragon_breath,turret,8,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron08_normal.png
vic_notorious_big_iron_dragon_breath,turret,9,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron09_normal.png
vic_notorious_big_iron_dragon_breath,turret,10,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron10_normal.png
vic_notorious_big_iron_dragon_breath,turret,11,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron11_normal.png
vic_notorious_big_iron_dragon_breath,turret,12,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron12_normal.png
vic_notorious_big_iron_dragon_breath,turret,13,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron13_normal.png
vic_notorious_big_iron_dragon_breath,turret,14,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron14_normal.png
vic_notorious_big_iron_dragon_breath,turret,15,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron15_normal.png
vic_notorious_big_iron_dragon_breath,turret,16,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron16_normal.png
vic_notorious_big_iron_dragon_breath,turret,17,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron17_normal.png
vic_notorious_big_iron_dragon_breath,turret,18,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron18_normal.png
vic_notorious_big_iron_dragon_breath,turret,19,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron19_normal.png
vic_notorious_big_iron_dragon_breath,turret,20,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron20_normal.png
vic_notorious_big_iron_dragon_breath,turret,21,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron21_normal.png
vic_notorious_big_iron_dragon_breath,turret,22,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron22_normal.png
vic_notorious_big_iron_dragon_breath,turret,23,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron23_normal.png
vic_notorious_big_iron_dragon_breath,turret,24,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron24_normal.png
vic_notorious_big_iron_dragon_breath,turret,25,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron25_normal.png
vic_notorious_big_iron_dragon_breath,turret,26,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron26_normal.png
vic_notorious_big_iron_dragon_breath,turret,27,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron27_normal.png
vic_notorious_big_iron_dragon_breath,turretbarrel,,1,normal,graphics/GlibMaps/Normals/weapons/vic_notorious_big_iron_recoil_normal.png
